time,open,high,low,close,#1,#2,#3,#5
1761546960,25791.75,25799.5,25791.75,25794.25,25723.5,25723.5,24843,21269
1761547140,25794.25,25794.75,25787.25,25789,25723.5,25723.5,24843,21269
1761547320,25789.5,25793.5,25789.5,25791.75,25723.5,25723.5,24843,21269
1761547500,25792.25,25796.75,25792,25793.5,25723.5,25723.5,24843,21269
1761547680,25793.25,25794.25,25790,25790.75,25723.5,25723.5,24843,21269
1761547860,25791,25792,25785.5,25787.75,25723.5,25723.5,24843,21269
1761548040,25787,25789,25782,25785,25723.5,25723.5,24843,21269
1761548220,25784.5,25787.25,25782.5,25783.75,25723.5,25723.5,24843,21269
1761548400,25782.5,25784.75,25779.25,25782,25723.5,25723.5,24843,21269
1761548580,25782.25,25791,25780.75,25791,25723.5,25723.5,24843,21269
1761548760,25791,25796.25,25786,25794,25723.5,25723.5,24843,21269
1761548940,25793.5,25797.5,25791.25,25796,25723.5,25723.5,24843,21269
1761549120,25796,25801.75,25796,25798,25723.5,25723.5,24843,21269
1761549300,25798.75,25805.75,25798.5,25803.5,25723.5,25723.5,24843,21269
1761549480,25803.75,25809.75,25803.25,25806.25,25723.5,25723.5,24843,21269
1761549660,25806,25812.75,25802.5,25812.75,25723.5,25723.5,24843,21269
1761549840,25812.5,25814.25,25811,25812.75,25723.5,25723.5,24843,21269
1761550020,25812.75,25816.5,25805.5,25807.75,25723.5,25723.5,24843,21269
1761550200,25807.75,25814.5,25806,25810.5,25723.5,25723.5,24843,21269
1761550380,25810.5,25814.25,25809.75,25811.75,25723.5,25723.5,24843,21269
1761550560,25811.25,25811.25,25806.75,25808.5,25723.5,25723.5,24843,21269
1761550740,25808.75,25808.75,25803.5,25808.75,25723.5,25723.5,24843,21269
1761550920,25808.25,25810.25,25799.5,25800.25,25723.5,25723.5,24843,21269
1761551100,25799.75,25803.5,25797.5,25802.5,25723.5,25723.5,24843,21269
1761551280,25802.75,25803.5,25792.75,25800.5,25723.5,25723.5,24843,21269
1761551460,25800,25800,25792.5,25796.25,25723.5,25723.5,24843,21269
1761551640,25796.75,25799.75,25795.25,25799.75,25723.5,25723.5,24843,21269
1761551820,25799.75,25799.75,25792,25792.5,25723.5,25723.5,24843,21269
1761552000,25793,25799,25789.25,25797.5,25723.5,25723.5,24843,21269
1761552180,25797.75,25797.75,25782.75,25790,25723.5,25723.5,24843,21269
1761552360,25790.25,25791.25,25782.5,25789,25723.5,25723.5,24843,21269
1761552540,25789,25793.25,25786.75,25791,25723.5,25723.5,24843,21269
1761552720,25790.75,25793.25,25787.25,25791,25723.5,25723.5,24843,21269
1761552900,25791.5,25795.25,25790,25791.25,25723.5,25723.5,24843,21269
1761553080,25791,25794.75,25785.5,25794.5,25723.5,25723.5,24843,21269
1761553260,25794.5,25796.25,25784,25785.25,25723.5,25723.5,24843,21269
1761553440,25785.25,25788.5,25771.25,25774.25,25723.5,25723.5,24843,21269
1761553620,25774.75,25787.25,25774.75,25777,25723.5,25723.5,24843,21269
1761553800,25776.5,25777.75,25768.5,25770.5,25723.5,25723.5,24843,21269
1761553980,25770.5,25780.5,25769.5,25779.25,25723.5,25723.5,24843,21269
1761554160,25779.5,25788.25,25774.75,25787,25723.5,25723.5,24843,21269
1761554340,25786.5,25789.75,25785,25788.75,25723.5,25723.5,24843,21269
1761554520,25788.5,25795.75,25788,25793.25,25723.5,25723.5,24843,21269
1761554700,25793.5,25801.75,25793,25800.5,25723.5,25723.5,24843,21269
1761554880,25800.5,25800.5,25793,25798.25,25723.5,25723.5,24843,21269
1761555060,25798,25802.5,25796,25802.25,25723.5,25723.5,24843,21269
1761555240,25802.5,25807,25802,25807,25723.5,25723.5,24843,21269
1761555420,25806,25807.25,25801,25802.5,25723.5,25723.5,24843,21269
1761555600,25803.25,25805,25797.5,25799.5,25723.5,25723.5,24843,21269
1761555780,25799.75,25805,25798.75,25803.75,25723.5,25723.5,24843,21269
1761555960,25803.5,25803.5,25798.25,25798.25,25723.5,25723.5,24843,21269
1761556140,25798.75,25804.75,25798.75,25800.5,25723.5,25723.5,24843,21269
1761556320,25800.25,25801,25795.75,25800.25,25723.5,25723.5,24843,21269
1761556500,25800.75,25803,25798.25,25800.25,25723.5,25723.5,24843,21269
1761556680,25800.5,25803.5,25798.5,25800.75,25723.5,25723.5,24843,21269
1761556860,25800.75,25804.5,25798.75,25798.75,25723.5,25723.5,24843,21269
1761557040,25798.75,25799.75,25793,25793.5,25723.5,25723.5,24843,21269
1761557220,25793,25795.5,25790,25792.25,25723.5,25723.5,24843,21269
1761557400,25792,25802.5,25791.5,25801.5,25723.5,25723.5,24843,21269
1761557580,25801.5,25814,25800.75,25814,25723.5,25723.5,24843,21269
1761557760,25814.25,25822,25812.5,25821,25723.5,25723.5,24843,21269
1761557940,25820.75,25822,25812.25,25822,25723.5,25723.5,24843,21269
1761558120,25821.5,25826,25820,25824.75,25723.5,25723.5,24843,21269
1761558300,25825.25,25833.75,25823.25,25832.5,25723.5,25723.5,24843,21269
1761558480,25833.25,25836.75,25832.25,25833.75,25723.5,25723.5,24843,21269
1761558660,25833,25834,25826.25,25831.25,25723.5,25723.5,24843,21269
1761558840,25831.5,25833.5,25829.5,25832.75,25723.5,25723.5,24843,21269
1761559020,25832.25,25839.5,25831.75,25839.5,25723.5,25723.5,24843,21269
1761559200,25839.5,25839.5,25831.5,25833,25723.5,25723.5,24843,21269
1761559380,25833.75,25836.5,25831.75,25835.5,25723.5,25723.5,24843,21269
1761559560,25835.5,25841.75,25833,25835.25,25723.5,25723.5,24843,21269
1761559740,25835,25838.5,25829.75,25830.5,25723.5,25723.5,24843,21269
1761559920,25830.75,25838.25,25829.25,25837.75,25723.5,25723.5,24843,21269
1761560100,25838.25,25845,25836.25,25839.75,25723.5,25723.5,24843,21269
1761560280,25839.25,25841.75,25836.25,25838.5,25723.5,25723.5,24843,21269
1761560460,25839.25,25844.25,25838.5,25843.25,25723.5,25723.5,24843,21269
1761560640,25843.25,25847.75,25842.25,25846,25723.5,25723.5,24843,21269
1761560820,25845.75,25846,25840.5,25844,25723.5,25723.5,24843,21269
1761561000,25844.25,25847.75,25838.75,25847.75,25723.5,25723.5,24843,21269
1761561180,25847.75,25851.5,25845.5,25849.5,25723.5,25723.5,24843,21269
1761561360,25849,25849,25843.75,25845,25723.5,25723.5,24843,21269
1761561540,25844.5,25846.75,25843,25843.25,25723.5,25723.5,24843,21269
1761561720,25844,25847,25843.75,25845.75,25723.5,25723.5,24843,21269
1761561900,25846.25,25852.5,25845.5,25848.75,25723.5,25723.5,24843,21269
1761562080,25849.25,25850.75,25848,25849.5,25723.5,25723.5,24843,21269
1761562260,25850,25851,25846,25847.5,25723.5,25723.5,24843,21269
1761562440,25847.75,25848.5,25841,25842.25,25723.5,25723.5,24843,21269
1761562620,25841.5,25844.5,25837.25,25838.5,25723.5,25723.5,24843,21269
1761562800,25838,25846.25,25833,25846.25,25723.5,25723.5,24843,21269
1761562980,25846.5,25846.5,25842.75,25844,25723.5,25723.5,24843,21269
1761563160,25844.25,25848.5,25842.5,25846.25,25723.5,25723.5,24843,21269
1761563340,25847,25847.5,25835,25841.75,25723.5,25723.5,24843,21269
1761563520,25842,25842,25830.25,25833.25,25723.5,25723.5,24843,21269
1761563700,25833,25836,25828.75,25831,25723.5,25723.5,24843,21269
1761563880,25831.25,25833,25828.25,25831,25723.5,25723.5,24843,21269
1761564060,25831.25,25837.25,25830.25,25835.5,25723.5,25723.5,24843,21269
1761564240,25836,25837,25833.75,25834.5,25723.5,25723.5,24843,21269
1761564420,25834.75,25839.5,25834,25836,25723.5,25723.5,24843,21269
1761564600,25835.5,25837.75,25830.75,25831.75,25723.5,25723.5,24843,21269
1761564780,25831.5,25832.5,25823,25826.5,25723.5,25723.5,24843,21269
1761564960,25827.25,25830.5,25821.5,25824,25723.5,25723.5,24843,21269
1761565140,25823.25,25827,25820.25,25821.5,25723.5,25723.5,24843,21269
1761565320,25821,25825,25820,25821.5,25723.5,25723.5,24843,21269
1761565500,25821.25,25823.5,25815.75,25818,25723.5,25723.5,24843,21269
1761565680,25817.25,25817.75,25811.75,25817.75,25723.5,25723.5,24843,21269
1761565860,25817.75,25818.75,25811,25817.75,25723.5,25723.5,24843,21269
1761566040,25817,25823.75,25817,25819.5,25723.5,25723.5,24843,21269
1761566220,25819.75,25822.25,25818.75,25819.75,25723.5,25723.5,24843,21269
1761566400,25819.5,25829.25,25817.25,25827,25723.5,25723.5,24843,21269
1761566580,25827,25832.75,25826.5,25829,25723.5,25723.5,24843,21269
1761566760,25828.75,25834.75,25822.5,25833.75,25723.5,25723.5,24843,21269
1761566940,25833.5,25844.5,25831.5,25843,25723.5,25723.5,24843,21269
1761567120,25843.25,25844.75,25839.5,25841.25,25723.5,25723.5,24843,21269
1761567300,25841.5,25841.75,25832.5,25838.5,25723.5,25723.5,24843,21269
1761567480,25838.75,25841.5,25835.5,25839.25,25723.5,25723.5,24843,21269
1761567660,25839,25843.5,25836,25843,25723.5,25723.5,24843,21269
1761567840,25842.75,25845.75,25835,25836.5,25723.5,25723.5,24843,21269
1761568020,25835.25,25837.25,25835.25,25837.25,25723.5,25723.5,24843,21269
1761568200,25835.5,25837.5,25824.25,25828.25,25723.5,25723.5,24843,21269
1761568380,25828.5,25834.25,25825,25834.25,25723.5,25723.5,24843,21269
1761568560,25833.5,25834.5,25830.25,25833.75,25723.5,25723.5,24843,21269
1761568740,25834.75,25836.25,25825.75,25829.75,25723.5,25723.5,24843,21269
1761568920,25830.5,25834.25,25828.5,25833,25723.5,25723.5,24843,21269
1761569100,25833.25,25836,25831.75,25834.5,25723.5,25723.5,24843,21269
1761569280,25834.5,25836.75,25829.75,25834.5,25723.5,25723.5,24843,21269
1761569460,25835,25837.75,25834,25835,25723.5,25723.5,24843,21269
1761569640,25836,25836,25828.75,25830.5,25723.5,25723.5,24843,21269
1761569820,25831,25833.75,25830,25831,25723.5,25723.5,24843,21269
1761570000,25830.75,25837.5,25827.5,25836.75,25723.5,25723.5,24843,21269
1761570180,25836.5,25840.75,25831,25839,25723.5,25723.5,24843,21269
1761570360,25839,25839.25,25836,25838,25723.5,25723.5,24843,21269
1761570540,25838.5,25842.5,25836.75,25838.75,25723.5,25723.5,24843,21269
1761570720,25839,25839.25,25833.75,25833.75,25723.5,25723.5,24843,21269
1761570900,25834.25,25835.75,25830.75,25830.75,25723.5,25723.5,24843,21269
1761571080,25831.25,25832,25821.5,25825,25723.5,25723.5,24843,21269
1761571260,25825.75,25829.5,25815.25,25827.5,25723.5,25723.5,24843,21269
1761571440,25827.75,25839.5,25824,25836.5,25723.5,25723.5,24843,21269
1761571620,25836.25,25839,25814.25,25815.75,25723.5,25723.5,24843,21269
1761571800,25815.75,25859.5,25814,25838.75,25723.5,25723.5,24843,21269
1761571980,25839.5,25851,25796.5,25808.5,25723.5,25723.5,24843,21269
1761572160,25808.75,25847,25799.25,25838.25,25723.5,25723.5,24843,21269
1761572340,25838.75,25846.75,25813.25,25813.75,25723.5,25723.5,24843,21269
1761572520,25814,25841,25812.25,25838.25,25723.5,25723.5,24843,21269
1761572700,25838.75,25844.5,25824,25842.25,25723.5,25723.5,24843,21269
1761572880,25842.25,25848,25815.75,25820.25,25723.5,25723.5,24843,21269
1761573060,25819.5,25842,25808.5,25835.25,25723.5,25723.5,24843,21269
1761573240,25834.5,25852,25832,25843.25,25723.5,25723.5,24843,21269
1761573420,25842.75,25854.5,25837.5,25848.75,25723.5,25723.5,24843,21269
1761573600,25849,25867.75,25842.5,25858.25,25723.5,25723.5,24843,21269
1761573780,25858.5,25875.75,25857.5,25866,25723.5,25723.5,24843,21269
1761573960,25866.5,25874.25,25862.25,25870.25,25723.5,25723.5,24843,21269
1761574140,25870.5,25874,25848.75,25863.25,25723.5,25723.5,24843,21269
1761574320,25863.5,25867.75,25850.25,25859.5,25723.5,25723.5,24843,21269
1761574500,25860.25,25865.5,25837.75,25840.5,25723.5,25723.5,24843,21269
1761574680,25839.75,25848,25823,25842.5,25723.5,25723.5,24843,21269
1761574860,25841.5,25842.25,25823,25834,25723.5,25723.5,24843,21269
1761575040,25833.25,25846.5,25829.75,25845.25,25723.5,25723.5,24843,21269
1761575220,25844.5,25870,25830.5,25868.5,25723.5,25723.5,24843,21269
1761575400,25868.5,25873.25,25857.25,25866.25,25723.5,25723.5,24843,21269
1761575580,25866.5,25880.75,25865,25879.5,25723.5,25723.5,24843,21269
1761575760,25879.25,25887.25,25877.25,25880.25,25723.5,25723.5,24843,21269
1761575940,25880.25,25888.75,25878.5,25885,25723.5,25723.5,24843,21269
1761576120,25884.5,25890.25,25879,25889,25723.5,25723.5,24843,21269
1761576300,25889.5,25892,25872.75,25885.75,25723.5,25723.5,24843,21269
1761576480,25885.25,25886.75,25865.25,25867.5,25723.5,25723.5,24843,21269
1761576660,25868,25873.75,25859,25860.25,25723.5,25723.5,24843,21269
1761576840,25860.5,25877.25,25859,25870,25723.5,25723.5,24843,21269
1761577020,25869.75,25874.5,25851.25,25857.5,25723.5,25723.5,24843,21269
1761577200,25857.75,25879.75,25855.5,25875.75,25723.5,25723.5,24843,21269
1761577380,25875.75,25888,25874,25886.25,25723.5,25723.5,24843,21269
1761577560,25886,25888.75,25873.75,25875.25,25723.5,25723.5,24843,21269
1761577740,25875.5,25890,25872.25,25887.75,25723.5,25723.5,24843,21269
1761577920,25888.25,25895,25883.25,25893.25,25723.5,25723.5,24843,21269
1761578100,25893.25,25897,25885.25,25886.75,25723.5,25723.5,24843,21269
1761578280,25885.75,25890.75,25879.25,25888.5,25723.5,25723.5,24843,21269
1761578460,25888,25888.5,25874.25,25888,25723.5,25723.5,24843,21269
1761578640,25887.25,25896.5,25886,25890,25723.5,25723.5,24843,21269
1761578820,25890.75,25901.5,25890.5,25898.25,25723.5,25723.5,24843,21269
1761579000,25898.25,25902.75,25895.5,25895.75,25723.5,25723.5,24843,21269
1761579180,25896,25904.75,25895.75,25898,25723.5,25723.5,24843,21269
1761579360,25898.25,25900,25892.5,25898.5,25723.5,25723.5,24843,21269
1761579540,25898.75,25910,25896.5,25905,25723.5,25723.5,24843,21269
1761579720,25904.75,25908,25899,25907.5,25723.5,25723.5,24843,21269
1761579900,25907.5,25908.25,25897.25,25900.5,25723.5,25723.5,24843,21269
1761580080,25900.75,25904.75,25890.25,25896.25,25723.5,25723.5,24843,21269
1761580260,25896.75,25903.75,25894.5,25895.5,25723.5,25723.5,24843,21269
1761580440,25895.75,25898.75,25888,25893.25,25723.5,25723.5,24843,21269
1761580620,25893.5,25899,25890,25893,25723.5,25723.5,24843,21269
1761580800,25893,25905.5,25889,25905.25,25723.5,25723.5,24843,21269
1761580980,25905.25,25906.5,25901,25901.25,25723.5,25723.5,24843,21269
1761581160,25901.75,25912,25899,25906.75,25723.5,25723.5,24843,21269
1761581340,25907,25909.25,25903.75,25907.75,25723.5,25723.5,24843,21269
1761581520,25907.75,25910.5,25906,25907,25723.5,25723.5,24843,21269
1761581700,25906.75,25908.25,25900.5,25901.5,25723.5,25723.5,24843,21269
1761581880,25901.5,25904.75,25898,25899.5,25723.5,25723.5,24843,21269
1761582060,25899,25906.75,25897,25906.75,25723.5,25723.5,24843,21269
1761582240,25906.25,25907.5,25901,25904,25723.5,25723.5,24843,21269
1761582420,25904.25,25904.25,25901.25,25903,25723.5,25723.5,24843,21269
1761582600,25903.25,25910.5,25902.75,25908.75,25723.5,25723.5,24843,21269
1761582780,25908.25,25911.25,25905,25909.5,25723.5,25723.5,24843,21269
1761582960,25909.5,25918,25906.25,25907.25,25723.5,25723.5,24843,21269
1761583140,25907.5,25908,25901.25,25907.25,25723.5,25723.5,24843,21269
1761583320,25907.25,25909.25,25902,25905.75,25723.5,25723.5,24843,21269
1761583500,25906,25907.5,25899.5,25901.75,25723.5,25723.5,24843,21269
1761583680,25901.5,25911,25901.5,25909,25723.5,25723.5,24843,21269
1761583860,25909.25,25915.75,25908.5,25914.25,25723.5,25723.5,24843,21269
1761584040,25914,25917.25,25910,25915.25,25723.5,25723.5,24843,21269
1761584220,25915.25,25915.75,25910.5,25913.75,25723.5,25723.5,24843,21269
1761584400,25913.5,25916,25908,25914.25,25723.5,25723.5,24843,21269
1761584580,25914.5,25915.5,25910,25913.75,25723.5,25723.5,24843,21269
1761584760,25913.75,25915,25906,25906.75,25723.5,25723.5,24843,21269
1761584940,25906.5,25909,25897.5,25907,25723.5,25723.5,24843,21269
1761585120,25906.75,25910,25904.25,25909,25723.5,25723.5,24843,21269
1761585300,25908.75,25911.5,25905.75,25906.75,25723.5,25723.5,24843,21269
1761585480,25907,25908,25899.5,25902,25723.5,25723.5,24843,21269
1761585660,25901.75,25902,25895,25897.75,25723.5,25723.5,24843,21269
1761585840,25897.25,25902.75,25891,25902.25,25723.5,25723.5,24843,21269
1761586020,25902,25904.25,25898.75,25900.5,25723.5,25723.5,24843,21269
1761586200,25900.75,25909,25895.75,25907.25,25723.5,25723.5,24843,21269
1761586380,25907,25910.25,25904.25,25905,25723.5,25723.5,24843,21269
1761586560,25904.75,25914.25,25903.75,25912.75,25723.5,25723.5,24843,21269
1761586740,25913,25916.75,25911.5,25916.75,25723.5,25723.5,24843,21269
1761586920,25917,25927.75,25915.75,25924,25723.5,25723.5,24843,21269
1761587100,25923.5,25927.5,25921,25926.5,25723.5,25723.5,24843,21269
1761587280,25926.5,25929,25921,25922.25,25723.5,25723.5,24843,21269
1761587460,25922.25,25925.5,25920.5,25922,25723.5,25723.5,24843,21269
1761587640,25922,25927,25921.75,25926.75,25723.5,25723.5,24843,21269
1761587820,25927,25928.75,25924,25926.5,25723.5,25723.5,24843,21269
1761588000,25926.75,25927.75,25919.5,25920.5,25723.5,25723.5,24843,21269
1761588180,25920.75,25931.5,25920.25,25925.75,25723.5,25723.5,24843,21269
1761588360,25926,25927,25922.5,25925.75,25723.5,25723.5,24843,21269
1761588540,25926,25931,25925.25,25926.75,25723.5,25723.5,24843,21269
1761588720,25927,25930.5,25925,25929.25,25723.5,25723.5,24843,21269
1761588900,25929.5,25933.5,25927.25,25929.75,25723.5,25723.5,24843,21269
1761589080,25929.5,25933.25,25929.25,25931,25723.5,25723.5,24843,21269
1761589260,25930.75,25935,25930.25,25931.25,25723.5,25723.5,24843,21269
1761589440,25931.25,25933,25928.25,25930,25723.5,25723.5,24843,21269
1761589620,25930.25,25932.25,25928.75,25930,25723.5,25723.5,24843,21269
1761589800,25930,25931.25,25927.25,25927.5,25723.5,25723.5,24843,21269
1761589980,25927.5,25929.25,25923,25926.5,25723.5,25723.5,24843,21269
1761590160,25926.25,25928.25,25924.25,25926.75,25723.5,25723.5,24843,21269
1761590340,25926.5,25931.75,25926,25931,25723.5,25723.5,24843,21269
1761590520,25931,25938,25930.5,25935.5,25723.5,25723.5,24843,21269
1761590700,25936,25940,25934.25,25936.25,25723.5,25723.5,24843,21269
1761590880,25936.5,25937.25,25928.5,25935.5,25723.5,25723.5,24843,21269
1761591060,25935.75,25936.5,25928,25933.25,25723.5,25723.5,24843,21269
1761591240,25933.5,25944,25933.5,25943.5,25723.5,25723.5,24843,21269
1761591420,25943.75,25946.25,25939.75,25941.5,25723.5,25723.5,24843,21269
1761591600,25941.75,25943,25930.75,25932.25,25723.5,25723.5,24843,21269
1761591780,25932,25934.5,25930.75,25932.75,25723.5,25723.5,24843,21269
1761591960,25933.25,25940,25930,25939.25,25723.5,25723.5,24843,21269
1761592140,25939.75,25943.25,25937.25,25937.5,25723.5,25723.5,24843,21269
1761592320,25937.5,25937.75,25932,25932.75,25723.5,25723.5,24843,21269
1761592500,25932.75,25933,25923,25925,25723.5,25723.5,24843,21269
1761592680,25924.75,25928.75,25923.25,25925.25,25723.5,25723.5,24843,21269
1761592860,25924.75,25927.75,25920.5,25925.75,25723.5,25723.5,24843,21269
1761593040,25926,25927.75,25922.25,25924,25723.5,25723.5,24843,21269
1761593220,25924,25928.25,25923.5,25927,25723.5,25723.5,24843,21269
1761593400,25927.25,25931.5,25924.5,25927,25723.5,25723.5,24843,21269
1761593580,25926.5,25931.25,25926.25,25928.5,25723.5,25723.5,24843,21269
1761593760,25928.25,25945.75,25926.25,25942,25723.5,25723.5,24843,21269
1761593940,25942,25944.25,25936.25,25940,25723.5,25723.5,24843,21269
1761594120,25939.75,25941,25935,25936.75,25723.5,25723.5,24843,21269
1761594300,25937,25949.25,25935.5,25946.5,25723.5,25723.5,24843,21269
1761594480,25946.75,25964,25945.5,25961,25723.5,25723.5,24843,21269
1761594660,25961,25973.5,25960.5,25973,25723.5,25723.5,24843,21269
1761594840,25973,25981.25,25967,25972,25723.5,25723.5,24843,21269
1761595020,25972,25978,25960,25961,25723.5,25723.5,24843,21269
1761595200,25960.75,25973.5,25960,25969.5,25723.5,25723.5,24843,21269
1761595380,25969.75,25974.5,25968,25969.5,25723.5,25723.5,24843,21269
1761595560,25969,25972.5,25965.5,25967.75,25723.5,25723.5,24843,21269
1761595740,25967.75,25971.5,25965,25969.25,25723.5,25723.5,24843,21269
1761595920,25969.25,25975.5,25968.5,25973.75,25723.5,25723.5,24843,21269
1761596100,25974.5,25988.5,25972.25,25987.25,25723.5,25723.5,24843,21269
1761596280,25987,25993.75,25987,25992,25723.5,25723.5,24843,21269
1761596460,25992.5,25998.25,25990.75,25997.75,25723.5,25723.5,24843,21269
1761596640,25997.5,25997.5,25992.75,25992.75,25723.5,25723.5,24843,21269
1761596820,25992.75,25998.5,25992.75,25996,25723.5,25723.5,24843,21269
1761597000,25996,26000,25996,25998,25723.5,25723.5,24843,21269
1761597180,25997.5,26000.5,25996,25998.75,25723.5,25723.5,24843,21269
1761597360,25998.75,26001,25997.5,25999.5,25723.5,25723.5,24843,21269
1761597540,25999,26002,25998,25999,25723.5,25723.5,24843,21269
1761597720,25999.25,26003.25,25999,26002.25,25723.5,25723.5,24843,21269
1761597900,26001.75,26006.75,26000.5,26003.75,25723.5,25723.5,24843,21269
1761598080,26004,26008.75,26003.25,26005.75,25723.5,25723.5,24843,21269
1761598260,26005.75,26011,26004.75,26010.5,25723.5,25723.5,24843,21269
1761598440,26010.5,26013.5,26004.75,26005,25723.5,25723.5,24843,21269
1761598620,26004.5,26006,26003,26003.75,25723.5,25723.5,24843,21269
1761602400,26002.5,26002.75,25988.5,25989.25,26002.5,25723.5,24843,21269
1761602580,25989.25,25992.75,25988.75,25990.5,26002.5,25723.5,24843,21269
1761602760,25990.25,25990.25,25986.25,25986.5,26002.5,25723.5,24843,21269
1761602940,25987,25991.25,25986,25989.25,26002.5,25723.5,24843,21269
1761603120,25988.75,25991,25986.5,25989.75,26002.5,25723.5,24843,21269
1761603300,25990,25992.75,25988.25,25992,26002.5,25723.5,24843,21269
1761603480,25991.75,26000,25990.75,25995.25,26002.5,25723.5,24843,21269
1761603660,25996.25,26000.25,25995.5,25999,26002.5,25723.5,24843,21269
1761603840,25999.25,26000.25,25997,25997.25,26002.5,25723.5,24843,21269
1761604020,25997,25997,25992.75,25994.25,26002.5,25723.5,24843,21269
1761604200,25994.25,25995.25,25990,25995.25,26002.5,25723.5,24843,21269
1761604380,25996.5,25997,25994.75,25996.5,26002.5,25723.5,24843,21269
1761604560,25996.25,25997,25994.5,25996.75,26002.5,25723.5,24843,21269
1761604740,25996.25,25998.75,25993.5,25994.75,26002.5,25723.5,24843,21269
1761604920,25995.25,25995.25,25991,25993.75,26002.5,25723.5,24843,21269
1761605100,25994,25997.75,25991,25995.5,26002.5,25723.5,24843,21269
1761605280,25995.25,25997,25994.5,25996,26002.5,25723.5,24843,21269
1761605460,25996.5,25996.5,25994,25994,26002.5,25723.5,24843,21269
1761605640,25994.75,25998.25,25994.75,25996.5,26002.5,25723.5,24843,21269
1761605820,25996.5,25998.5,25995,25996,26002.5,25723.5,24843,21269
1761606000,25996.5,25998.5,25994.25,25998,26002.5,25723.5,24843,21269
1761606180,25998,26005.5,25997.75,26005,26002.5,25723.5,24843,21269
1761606360,26005.5,26005.75,25996.75,26000.5,26002.5,25723.5,24843,21269
1761606540,25999.25,26002.5,25997.25,26002.5,26002.5,25723.5,24843,21269
1761606720,26001.75,26004,26001.25,26003.75,26002.5,25723.5,24843,21269
1761606900,26003,26007,26002.25,26005.25,26002.5,25723.5,24843,21269
1761607080,26003.75,26011.75,26003.75,26009.5,26002.5,25723.5,24843,21269
1761607260,26010.25,26012,26003,26008.5,26002.5,25723.5,24843,21269
1761607440,26008.75,26017.75,26004.75,26010,26002.5,25723.5,24843,21269
1761607620,26010.75,26015.75,26007.75,26013.75,26002.5,25723.5,24843,21269
1761607800,26012.75,26017.75,26010,26013.25,26002.5,25723.5,24843,21269
1761607980,26013.75,26018.75,26010.25,26011,26002.5,25723.5,24843,21269
1761608160,26011,26014.5,26010.25,26012,26002.5,25723.5,24843,21269
1761608340,26011.75,26012.75,26005.5,26009.25,26002.5,25723.5,24843,21269
1761608520,26008.75,26008.75,26005,26007.25,26002.5,25723.5,24843,21269
1761608700,26005,26006.75,26001.25,26004,26002.5,25723.5,24843,21269
1761608880,26004.5,26011,26003.75,26009.5,26002.5,25723.5,24843,21269
1761609060,26008.25,26013,26005.75,26006.25,26002.5,25723.5,24843,21269
1761609240,26005.25,26005.5,25997,25997,26002.5,25723.5,24843,21269
1761609420,25996.5,25999.25,25993.5,25995,26002.5,25723.5,24843,21269
1761609600,25994,25995.5,25988.75,25991.75,26002.5,25723.5,24843,21269
1761609780,25991.5,25991.5,25981,25982.25,26002.5,25723.5,24843,21269
1761609960,25983,25985,25977,25982.25,26002.5,25723.5,24843,21269
1761610140,25982.5,25991.75,25979,25985.5,26002.5,25723.5,24843,21269
1761610320,25985.5,25991.25,25984.75,25988.75,26002.5,25723.5,24843,21269
1761610500,25988.75,25990.5,25982.5,25984.5,26002.5,25723.5,24843,21269
1761610680,25985.5,25987.75,25981,25985.25,26002.5,25723.5,24843,21269
1761610860,25985.75,25986.75,25981,25982,26002.5,25723.5,24843,21269
1761611040,25983,25987,25982.5,25986.25,26002.5,25723.5,24843,21269
1761611220,25986.25,25987.25,25984,25984,26002.5,25723.5,24843,21269
1761611400,25983.75,25983.75,25977.5,25981.5,26002.5,25723.5,24843,21269
1761611580,25981,25983.5,25978.25,25982.5,26002.5,25723.5,24843,21269
1761611760,25983,25989.75,25982,25987.75,26002.5,25723.5,24843,21269
1761611940,25987.5,25987.5,25980.25,25985,26002.5,25723.5,24843,21269
1761612120,25985.5,25986.75,25983,25983.5,26002.5,25723.5,24843,21269
1761612300,25982.75,25983.25,25976.5,25981.5,26002.5,25723.5,24843,21269
1761612480,25981.5,25983.75,25976,25980.5,26002.5,25723.5,24843,21269
1761612660,25981.25,25981.5,25975.25,25976.25,26002.5,25723.5,24843,21269
1761612840,25976,25979.25,25974.75,25978.5,26002.5,25723.5,24843,21269
1761613020,25978.25,25979.5,25974,25975.5,26002.5,25723.5,24843,21269
1761613200,25975.25,25977.75,25972,25975.75,26002.5,25723.5,24843,21269
1761613380,25975,25976.5,25970.25,25972.75,26002.5,25723.5,24843,21269
1761613560,25972.5,25973.25,25968,25968.75,26002.5,25723.5,24843,21269
1761613740,25968.25,25970.75,25967.75,25968,26002.5,25723.5,24843,21269
1761613920,25968,25968.75,25963.75,25966.75,26002.5,25723.5,24843,21269
1761614100,25967.5,25977,25967.5,25971.5,26002.5,25723.5,24843,21269
1761614280,25972,25973.25,25965,25965.75,26002.5,25723.5,24843,21269
1761614460,25966,25967.75,25961.5,25964,26002.5,25723.5,24843,21269
1761614640,25963.75,25970.5,25962,25967,26002.5,25723.5,24843,21269
1761614820,25968.25,25972.75,25967,25968.75,26002.5,25723.5,24843,21269
1761615000,25968.5,25979,25968.25,25978.5,26002.5,25723.5,24843,21269
1761615180,25978.75,25981.5,25976.5,25979.75,26002.5,25723.5,24843,21269
